년도,도로종류,도로종류코드,지점번호,호선명,호선코드,상/하행,상/하행코드,시간대,시간대코드,지역,지역코드,구간명,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종,전차종합계
2024,고속국도,1,00135,경부고속도로,1,하행,2,08시~09시,08,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,4514,619,407,151,91,32,43,0,0,25,0,7,5889
2024,고속국도,1,00135,경부고속도로,1,상행,1,09시~10시,09,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,3287,409,415,137,148,51,23,0,0,30,0,11,4511
2024,고속국도,1,00135,경부고속도로,1,하행,2,09시~10시,09,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,4558,488,426,202,131,46,62,0,0,29,0,13,5955
2024,고속국도,1,00135,경부고속도로,1,상행,1,10시~11시,10,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,3645,347,535,237,171,57,43,0,0,42,0,19,5096
2024,고속국도,1,00135,경부고속도로,1,하행,2,10시~11시,10,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,4300,351,469,213,125,43,67,0,0,31,0,17,5616
2024,고속국도,1,00135,경부고속도로,1,상행,1,11시~12시,11,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,3719,266,641,230,165,58,49,0,0,26,1,15,5170
2024,고속국도,1,00135,경부고속도로,1,하행,2,11시~12시,11,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,4627,312,591,179,186,51,60,0,0,35,0,15,6056
2024,고속국도,1,00135,경부고속도로,1,상행,1,12시~13시,12,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,4285,260,614,215,190,62,64,0,0,39,0,9,5738
2024,고속국도,1,00135,경부고속도로,1,하행,2,12시~13시,12,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,4328,344,559,245,167,76,80,0,0,32,0,32,5863
2024,고속국도,1,00135,경부고속도로,1,상행,1,13시~14시,13,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,4280,295,528,206,117,33,38,0,0,22,1,3,5523
2024,고속국도,1,00135,경부고속도로,1,하행,2,13시~14시,13,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,3851,253,573,205,127,42,50,0,0,20,0,9,5130
2024,고속국도,1,00135,경부고속도로,1,상행,1,14시~15시,14,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,4233,329,488,137,110,27,26,0,0,18,0,3,5371
2024,고속국도,1,00135,경부고속도로,1,하행,2,14시~15시,14,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,4408,308,588,189,150,66,35,0,0,25,0,15,5784
2024,고속국도,1,00135,경부고속도로,1,상행,1,15시~16시,15,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,4845,374,541,107,87,22,24,0,0,15,0,3,6018
2024,고속국도,1,00135,경부고속도로,1,하행,2,15시~16시,15,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,4675,297,560,159,139,38,32,0,0,19,1,5,5925
2024,고속국도,1,00135,경부고속도로,1,상행,1,16시~17시,16,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,5409,474,534,73,65,22,15,0,0,9,1,5,6607
2024,고속국도,1,00135,경부고속도로,1,하행,2,16시~17시,16,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,4525,348,430,135,68,29,21,0,0,17,0,8,5581
2024,고속국도,1,00135,경부고속도로,1,상행,1,17시~18시,17,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,4780,553,350,79,53,31,9,0,0,12,0,0,5867
2024,고속국도,1,00135,경부고속도로,1,하행,2,17시~18시,17,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,5374,327,348,125,58,19,8,0,7,9,3,1,6279
2024,고속국도,1,00135,경부고속도로,1,상행,1,18시~19시,18,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,4373,610,301,72,80,27,12,0,0,9,0,0,5484
2024,고속국도,1,00135,경부고속도로,1,하행,2,18시~19시,18,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,4578,421,241,75,38,9,13,0,0,7,0,1,5383
2024,고속국도,1,00135,경부고속도로,1,상행,1,19시~20시,19,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,4554,710,356,117,98,41,7,0,0,7,0,1,5891
2024,고속국도,1,00135,경부고속도로,1,하행,2,19시~20시,19,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,3740,358,179,91,54,9,8,0,0,27,0,0,4466
2024,고속국도,1,00135,경부고속도로,1,상행,1,20시~21시,20,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,4733,470,243,118,114,43,38,0,0,15,0,5,5779
2024,고속국도,1,00135,경부고속도로,1,하행,2,20시~21시,20,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,3326,317,255,129,121,32,17,0,0,25,0,0,4222
2024,고속국도,1,00135,경부고속도로,1,상행,1,21시~22시,21,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,3912,251,230,140,108,27,31,0,0,19,0,0,4718
2024,고속국도,1,00135,경부고속도로,1,하행,2,21시~22시,21,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,2934,188,163,113,125,38,8,0,0,36,0,3,3608
2024,고속국도,1,00135,경부고속도로,1,상행,1,22시~23시,22,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,3030,164,282,137,144,30,33,0,0,39,0,8,3867
2024,고속국도,1,00135,경부고속도로,1,하행,2,22시~23시,22,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,2335,142,153,123,106,40,20,0,0,16,0,1,2936
2024,고속국도,1,00135,경부고속도로,1,상행,1,23시~24시,23,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,1875,81,245,130,115,27,51,0,0,45,0,5,2574
2024,고속국도,1,00135,경부고속도로,1,하행,2,23시~24시,23,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,1551,118,166,113,158,46,16,0,0,38,0,0,2206
2024,고속국도,1,00135,경부고속도로,1,상행,1,00시~01시,24,경기 화성 동탄면,3124044,기흥IC → 수원신갈IC,1089,28,160,148,134,41,27,0,0,42,0,12,1681
2024,고속국도,1,00135,경부고속도로,1,하행,2,00시~01시,24,경기 화성 동탄면,3124044,수원신갈IC → 기흥IC,1017,63,151,151,126,84,47,0,0,58,0,8,1705
2024,고속국도,1,00137,경부고속도로,1,상행,1,01시~02시,01,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,709,22,243,107,107,52,6,0,0,24,1,1,1272
2024,고속국도,1,00137,경부고속도로,1,하행,2,01시~02시,01,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,792,24,154,100,93,56,2,0,0,11,0,0,1232
2024,고속국도,1,00137,경부고속도로,1,상행,1,02시~03시,02,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,471,17,254,149,102,67,15,0,0,24,0,4,1103
2024,고속국도,1,00137,경부고속도로,1,하행,2,02시~03시,02,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,516,5,166,136,71,88,8,0,0,8,0,1,999
2024,고속국도,1,00137,경부고속도로,1,상행,1,03시~04시,03,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,439,8,235,127,148,84,35,2,0,22,0,1,1101
2024,고속국도,1,00137,경부고속도로,1,하행,2,03시~04시,03,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,473,13,163,110,75,77,18,0,0,2,0,0,931
2024,고속국도,1,00137,경부고속도로,1,상행,1,04시~05시,04,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,561,52,277,161,229,101,27,7,2,31,0,4,1452
2024,고속국도,1,00137,경부고속도로,1,하행,2,04시~05시,04,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,1075,20,331,203,115,94,26,0,0,8,0,0,1872
2024,고속국도,1,00137,경부고속도로,1,상행,1,05시~06시,05,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,1936,129,470,330,290,115,49,9,4,24,0,4,3360
2024,고속국도,1,00137,경부고속도로,1,하행,2,05시~06시,05,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,3724,49,707,248,200,115,40,0,1,11,0,1,5096
2024,고속국도,1,00137,경부고속도로,1,상행,1,06시~07시,06,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,4985,305,790,314,180,68,22,5,5,8,0,2,6684
2024,고속국도,1,00137,경부고속도로,1,하행,2,06시~07시,06,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,5200,338,1052,238,183,33,22,2,0,12,0,2,7082
2024,고속국도,1,00137,경부고속도로,1,상행,1,07시~08시,07,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,5613,621,496,177,46,24,5,3,3,1,0,1,6990
2024,고속국도,1,00137,경부고속도로,1,하행,2,07시~08시,07,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,4617,903,601,164,65,35,12,0,0,2,0,1,6400
2024,고속국도,1,00139,경부고속도로,1,하행,2,12시~13시,12,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,3797,393,400,99,57,43,11,0,0,0,0,2,4802
2024,고속국도,1,00139,경부고속도로,1,상행,1,13시~14시,13,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,3391,495,243,67,22,13,3,0,0,0,0,2,4236
2024,고속국도,1,00139,경부고속도로,1,하행,2,13시~14시,13,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,3862,418,324,71,24,58,4,0,0,1,0,0,4762
2024,고속국도,1,00139,경부고속도로,1,상행,1,14시~15시,14,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,4037,499,348,61,27,22,4,0,0,0,0,0,4998
2024,고속국도,1,00139,경부고속도로,1,하행,2,14시~15시,14,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,3901,418,302,41,25,55,8,0,0,1,0,1,4752
2024,고속국도,1,00139,경부고속도로,1,상행,1,15시~16시,15,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,3766,494,283,51,18,11,2,0,0,0,0,0,4625
2024,고속국도,1,00139,경부고속도로,1,하행,2,15시~16시,15,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4542,472,289,53,17,41,5,0,0,0,0,1,5420
2024,고속국도,1,00139,경부고속도로,1,상행,1,16시~17시,16,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,4328,502,289,25,18,4,0,0,0,0,0,0,5166
2024,고속국도,1,00139,경부고속도로,1,하행,2,16시~17시,16,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4511,459,267,36,12,10,2,0,0,0,0,0,5297
2024,고속국도,1,00139,경부고속도로,1,상행,1,17시~18시,17,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,3983,642,176,23,12,6,2,0,0,0,0,0,4844
2024,고속국도,1,00139,경부고속도로,1,하행,2,17시~18시,17,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,5331,516,224,26,9,3,1,0,0,1,0,0,6111
2024,고속국도,1,00139,경부고속도로,1,상행,1,18시~19시,18,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,4174,751,171,34,20,3,1,0,0,0,0,0,5154
2024,고속국도,1,00139,경부고속도로,1,하행,2,18시~19시,18,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4796,542,152,9,11,5,4,0,0,0,0,0,5519
2024,고속국도,1,00139,경부고속도로,1,상행,1,19시~20시,19,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,4344,763,198,48,29,4,1,0,0,0,0,0,5387
2024,고속국도,1,00139,경부고속도로,1,하행,2,19시~20시,19,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4536,574,135,29,24,13,5,0,0,0,0,1,5317
2024,고속국도,1,00139,경부고속도로,1,상행,1,20시~21시,20,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,4695,673,187,56,36,9,1,0,0,0,0,0,5657
2024,고속국도,1,00139,경부고속도로,1,하행,2,20시~21시,20,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4108,477,119,17,24,20,3,0,0,1,0,0,4769
2024,고속국도,1,00139,경부고속도로,1,상행,1,21시~22시,21,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,4410,492,168,83,41,19,4,0,0,2,0,0,5219
2024,고속국도,1,00139,경부고속도로,1,하행,2,21시~22시,21,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4537,360,141,20,28,27,10,0,0,0,0,0,5123
2024,고속국도,1,00139,경부고속도로,1,상행,1,22시~23시,22,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,3726,415,189,85,64,15,4,0,0,3,0,2,4503
2024,고속국도,1,00139,경부고속도로,1,하행,2,22시~23시,22,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4381,359,147,39,42,28,4,0,0,5,0,0,5005
2024,고속국도,1,00139,경부고속도로,1,상행,1,23시~24시,23,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,2786,228,247,123,68,19,5,0,0,4,0,0,3480
2024,고속국도,1,00139,경부고속도로,1,하행,2,23시~24시,23,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,3161,279,180,49,38,27,6,0,0,4,0,0,3744
2024,고속국도,1,00139,경부고속도로,1,상행,1,00시~01시,24,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,1885,57,216,134,58,18,3,0,0,10,0,2,2383
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,17시~18시,17,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,3267,606,141,15,11,5,1,0,0,0,0,0,4046
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,17시~18시,17,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,4124,531,194,20,13,3,0,1,0,0,0,0,4886
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,18시~19시,18,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,3380,707,131,31,18,3,0,0,0,0,0,0,4270
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,18시~19시,18,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,4110,542,151,8,13,4,3,0,0,1,0,0,4832
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,19시~20시,19,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,3492,726,148,40,20,6,4,0,0,0,0,0,4436
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,19시~20시,19,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,3362,554,106,22,38,13,2,1,0,1,0,0,4099
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,20시~21시,20,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,3545,645,139,45,34,6,2,0,0,0,0,0,4416
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,20시~21시,20,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,3010,439,105,14,28,18,5,0,0,1,0,0,3620
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,21시~22시,21,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,3398,468,126,61,45,12,6,0,0,2,0,0,4118
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,21시~22시,21,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,3317,380,119,13,48,12,5,0,0,0,0,0,3894
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,22시~23시,22,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,2936,406,160,72,61,10,8,0,0,2,0,3,3658
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,22시~23시,22,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,3223,368,107,27,50,22,8,0,0,3,0,0,3808
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,23시~24시,23,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,2205,220,203,108,50,9,8,0,0,7,0,1,2811
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,23시~24시,23,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,2250,279,144,39,52,21,2,0,0,7,0,0,2794
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,00시~01시,24,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,1461,53,174,130,58,5,6,0,0,6,0,3,1896
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,00시~01시,24,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,1480,132,115,49,70,28,6,0,0,7,2,0,1889
2024,고속국도,1,00139,경부고속도로,1,상행,1,01시~02시,01,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,1259,24,225,127,70,51,12,0,0,6,1,1,1776
2024,고속국도,1,00139,경부고속도로,1,하행,2,01시~02시,01,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,1286,14,124,69,34,31,8,0,0,4,0,0,1570
2024,고속국도,1,00139,경부고속도로,1,상행,1,02시~03시,02,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,792,15,220,140,74,52,17,0,0,10,1,3,1324
2024,고속국도,1,00139,경부고속도로,1,하행,2,02시~03시,02,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,830,4,159,76,37,28,5,0,0,4,0,0,1143
2024,고속국도,1,00139,경부고속도로,1,상행,1,03시~04시,03,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,702,19,258,133,115,59,6,0,0,15,0,1,1308
2024,고속국도,1,00139,경부고속도로,1,하행,2,03시~04시,03,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,658,14,184,99,48,15,8,0,0,6,0,0,1032
2024,고속국도,1,00139,경부고속도로,1,상행,1,04시~05시,04,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,761,36,254,185,154,69,23,0,0,15,0,3,1500
2024,고속국도,1,00139,경부고속도로,1,하행,2,04시~05시,04,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,1206,15,317,144,83,51,23,0,0,2,0,0,1841
2024,고속국도,1,00139,경부고속도로,1,상행,1,05시~06시,05,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,2416,143,421,270,247,85,32,0,0,29,0,4,3647
2024,고속국도,1,00139,경부고속도로,1,하행,2,05시~06시,05,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,3317,78,536,200,104,43,23,0,0,5,1,0,4307
2024,고속국도,1,00139,경부고속도로,1,상행,1,06시~07시,06,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,6074,423,683,317,163,44,15,0,0,7,0,4,7730
2024,고속국도,1,00139,경부고속도로,1,하행,2,06시~07시,06,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4451,466,657,147,45,27,10,0,0,2,1,0,5806
2024,고속국도,1,00139,경부고속도로,1,상행,1,07시~08시,07,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,4425,732,348,98,31,7,2,0,0,1,0,3,5647
2024,고속국도,1,00139,경부고속도로,1,하행,2,07시~08시,07,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4250,740,330,68,22,30,10,0,0,0,0,1,5451
2024,고속국도,1,00139,경부고속도로,1,상행,1,08시~09시,08,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,3143,596,237,53,12,5,2,0,0,0,0,0,4048
2024,고속국도,1,00139,경부고속도로,1,하행,2,08시~09시,08,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4037,587,214,71,28,61,4,0,0,0,2,1,5005
2024,고속국도,1,00139,경부고속도로,1,상행,1,09시~10시,09,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,3303,608,223,67,10,21,0,0,0,3,0,1,4236
2024,고속국도,1,00139,경부고속도로,1,하행,2,09시~10시,09,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4227,602,239,64,27,44,4,0,0,0,0,2,5209
2024,고속국도,1,00139,경부고속도로,1,상행,1,10시~11시,10,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,3532,508,263,82,31,44,4,0,0,0,0,0,4464
2024,고속국도,1,00139,경부고속도로,1,하행,2,10시~11시,10,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,4371,486,234,45,20,51,7,0,0,0,0,0,5214
2024,고속국도,1,00139,경부고속도로,1,상행,1,11시~12시,11,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,2466,495,223,73,31,12,5,0,0,2,0,0,3307
2024,고속국도,1,00139,경부고속도로,1,하행,2,11시~12시,11,경기 성남 분당 분당동,3102351,양재IC → 금토JCT,3941,450,313,74,45,58,11,0,0,1,0,1,4894
2024,고속국도,1,00139,경부고속도로,1,상행,1,12시~13시,12,경기 성남 분당 분당동,3102351,금토JCT → 양재IC,3720,490,287,92,62,29,4,0,0,3,0,1,4688
2024,고속국도,1,00137,경부고속도로,1,하행,2,15시~16시,15,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,4389,446,442,94,69,23,22,0,0,7,0,0,5492
2024,고속국도,1,00137,경부고속도로,1,상행,1,16시~17시,16,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,5081,465,525,62,65,25,5,0,0,1,0,2,6231
2024,고속국도,1,00137,경부고속도로,1,하행,2,16시~17시,16,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,4289,478,384,80,55,25,9,0,0,2,0,1,5323
2024,고속국도,1,00137,경부고속도로,1,상행,1,17시~18시,17,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,5248,689,416,50,51,16,8,0,0,4,0,0,6482
2024,고속국도,1,00137,경부고속도로,1,하행,2,17시~18시,17,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,4577,472,308,77,44,14,12,0,0,2,0,2,5508
2024,고속국도,1,00137,경부고속도로,1,상행,1,18시~19시,18,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,4229,801,297,40,44,30,6,0,0,6,0,0,5453
2024,고속국도,1,00137,경부고속도로,1,하행,2,18시~19시,18,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,4868,553,191,53,27,13,10,0,0,6,0,1,5722
2024,고속국도,1,00137,경부고속도로,1,상행,1,19시~20시,19,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,4127,765,256,64,65,31,6,0,1,4,0,0,5319
2024,고속국도,1,00137,경부고속도로,1,하행,2,19시~20시,19,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,4813,638,230,59,95,2,12,0,0,5,0,0,5854
2024,고속국도,1,00137,경부고속도로,1,상행,1,20시~21시,20,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,4299,630,241,64,117,25,14,2,1,9,0,0,5402
2024,고속국도,1,00137,경부고속도로,1,하행,2,20시~21시,20,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,3637,488,188,85,94,3,11,3,0,14,0,0,4523
2024,고속국도,1,00137,경부고속도로,1,상행,1,21시~22시,21,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,3761,444,202,62,103,68,25,1,1,11,0,0,4678
2024,고속국도,1,00137,경부고속도로,1,하행,2,21시~22시,21,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,3556,354,202,65,100,8,22,2,0,6,0,0,4315
2024,고속국도,1,00137,경부고속도로,1,상행,1,22시~23시,22,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,3027,333,259,87,126,64,12,1,0,7,0,2,3918
2024,고속국도,1,00137,경부고속도로,1,하행,2,22시~23시,22,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,3081,296,171,71,136,19,12,0,0,16,0,1,3803
2024,고속국도,1,00137,경부고속도로,1,상행,1,23시~24시,23,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,1846,152,297,101,105,34,13,2,0,16,0,1,2567
2024,고속국도,1,00137,경부고속도로,1,하행,2,23시~24시,23,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,2151,239,169,99,115,21,14,0,0,10,0,0,2818
2024,고속국도,1,00137,경부고속도로,1,상행,1,00시~01시,24,경기 용인 기흥 상갈동,3119253,신갈JCT → 판교JCT,1257,40,231,101,98,35,7,0,0,19,0,0,1788
2024,고속국도,1,00137,경부고속도로,1,하행,2,00시~01시,24,경기 용인 기흥 상갈동,3119253,판교JCT → 신갈JCT,1311,144,158,95,107,62,18,0,0,15,0,0,1910
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,01시~02시,01,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,924,21,182,126,66,15,24,0,0,6,1,2,1367
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,01시~02시,01,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,942,19,101,59,44,19,9,0,0,10,1,0,1204
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,02시~03시,02,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,619,14,153,152,89,29,17,0,0,4,1,5,1083
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,02시~03시,02,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,651,3,132,68,52,22,5,1,0,5,1,0,940
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,03시~04시,03,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,524,17,182,140,114,18,28,0,0,7,0,5,1035
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,03시~04시,03,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,498,12,176,71,36,19,8,1,0,4,0,0,825
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,04시~05시,04,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,540,33,192,156,147,30,62,0,0,13,0,6,1179
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,04시~05시,04,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,1051,14,253,118,101,41,15,6,0,5,0,0,1604
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,05시~06시,05,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,1706,135,332,250,208,44,80,0,0,20,0,10,2785
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,05시~06시,05,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,2944,63,442,156,135,40,25,0,0,6,1,0,3812
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,06시~07시,06,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,4577,398,573,284,130,27,24,0,0,6,0,4,6023
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,06시~07시,06,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,3779,444,525,124,65,25,6,2,0,1,1,0,4972
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,07시~08시,07,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,3309,685,286,89,29,1,2,0,0,1,0,2,4404
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,07시~08시,07,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,3444,760,284,56,19,37,6,0,0,1,0,0,4607
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,08시~09시,08,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,2384,597,215,38,12,3,2,0,0,0,0,0,3251
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,08시~09시,08,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,3494,585,182,44,32,62,1,2,1,0,0,0,4403
2024,고속국도,1,00137-1,경부고속도로,1,상행,1,09시~10시,09,경기 성남 분당 삼평동,3102374,판교JCT → 금토JCT,2372,560,182,60,8,7,0,0,0,2,0,2,3193
2024,고속국도,1,00137-1,경부고속도로,1,하행,2,09시~10시,09,경기 성남 분당 삼평동,3102374,금토JCT → 판교JCT,3644,634,220,48,18,43,0,2,0,3,0,0,4612
